constraint_id,tag_id_1,tag_id_2,distance
678,453,454,0.28991365432739036
679,453,455,0.2899169921875
680,453,456,0.4100021820972524
681,454,455,0.4100021820972524
682,454,456,0.2899169921875
683,455,456,0.28991365432739036
684,458,459,0.4100021820972524
685,458,460,0.2899169921875
686,459,460,0.28991365432739036
687,461,462,0.28991365432739036
688,461,463,0.2899169921875
689,461,464,0.4100021820972524
690,462,463,0.4100021820972524
691,462,464,0.2899169921875
692,463,464,0.28991365432739036
693,465,466,0.28991365432739036
694,465,467,0.2899169921875
695,465,468,0.4100021820972524
696,466,467,0.4100021820972524
697,466,468,0.2899169921875
698,467,468,0.28991365432739036
699,469,470,0.28991365432739036
700,469,471,0.2899169921875
701,469,472,0.4100021820972524
702,470,471,0.4100021820972524
703,470,472,0.2899169921875
704,471,472,0.28991365432739036
705,473,474,0.28991365432739036
706,473,475,0.2899169921875
707,473,476,0.4100021820972524
708,474,475,0.4100021820972524
709,474,476,0.2899169921875
710,475,476,0.28991365432739036
711,477,478,0.28991365432739036
712,477,479,0.2899169921873863
713,477,480,0.410002182097172
714,478,479,0.410002182097172
715,478,480,0.2899169921873863
716,479,480,0.28991365432739036
717,481,482,0.28991365432739036
718,481,483,0.2899169921875
719,481,484,0.4100021820972524
720,482,483,0.4100021820972524
721,482,484,0.2899169921875
722,483,484,0.28991365432739036
723,485,486,0.28991365432739036
724,485,487,0.2899169921875
725,485,488,0.4100021820972524
726,486,487,0.4100021820972524
727,486,488,0.2899169921875
728,487,488,0.28991365432739036
729,489,490,0.28991365432739036
730,489,491,0.2899169921875
731,489,492,0.4100021820972524
732,490,491,0.4100021820972524
733,490,492,0.2899169921875
734,491,492,0.28991365432739036
735,494,495,0.4100021820972524
736,494,496,0.2899169921875
737,495,496,0.28991365432739036
738,497,498,0.28991365432739036
739,497,499,0.2899169921879974
740,497,500,0.4100021820976041
741,498,499,0.4100021820976041
742,498,500,0.2899169921879974
743,499,500,0.28991365432739036
744,501,502,0.28991365432739036
745,501,503,0.2899169921869884
746,501,504,0.41000218209689065
747,502,503,0.41000218209689065
748,502,504,0.2899169921869884
749,503,504,0.28991365432739036
750,505,506,0.28991365432739036
751,505,507,0.2899169921869884
752,505,508,0.41000218209689065
753,506,507,0.41000218209689065
754,506,508,0.2899169921869884
755,507,508,0.28991365432739036
756,509,510,0.28991365432739036
757,509,511,0.2899169921870026
758,509,512,0.4100021820969007
759,510,511,0.4100021820969007
760,510,512,0.2899169921870026
761,511,512,0.28991365432739036
762,513,514,0.28991365432739036
763,513,515,0.28991699218798317
764,513,516,0.41000218209759404
765,514,515,0.41000218209759404
766,514,516,0.28991699218798317
767,515,516,0.28991365432739036
768,517,518,0.28991365432739036
769,517,519,0.28991699218701683
770,517,520,0.41000218209691075
771,518,519,0.41000218209691075
772,518,520,0.28991699218701683
773,519,520,0.28991365432739036
774,522,523,0.4099998218675443
775,522,524,0.2899131774903001
776,523,524,0.2899141311645499
777,525,526,0.2899141311645499
778,525,527,0.28991317749019885
779,525,528,0.40999982186747275
780,526,527,0.40999982186747275
781,526,528,0.28991317749019885
782,527,528,0.2899141311645499
783,529,530,0.2899141311645499
784,529,531,0.28991413116455966
785,529,532,0.41000049621652573
786,530,531,0.41000049621652573
787,530,532,0.28991413116455966
788,531,532,0.2899141311645499
789,533,534,0.2899141311645499
790,533,535,0.2899138927459701
791,533,536,0.410000327629159
792,534,535,0.410000327629159
793,534,536,0.2899138927459701
794,535,536,0.2899141311645499
795,537,538,0.2899141311645499
796,537,539,0.2899141311645499
797,537,540,0.41000049621651885
798,538,539,0.41000049621651885
799,538,540,0.2899141311645499
800,539,540,0.2899141311645499
801,541,542,0.2899141311645499
802,541,543,0.2899131774902006
803,541,544,0.40999982186747397
804,542,543,0.40999982186747397
805,542,544,0.2899131774902006
806,543,544,0.2899141311645499
807,545,546,0.2899141311645499
808,545,547,0.28991317749019885
809,545,548,0.40999982186747275
810,546,547,0.40999982186747275
811,546,548,0.28991317749019885
812,547,548,0.2899141311645499
813,549,550,0.2899141311645499
814,549,551,0.2899131774903019
815,549,552,0.40999982186754563
816,550,551,0.40999982186754563
817,550,552,0.2899131774903019
818,551,552,0.2899141311645499
819,554,555,0.4100025192702391
820,554,556,0.2899169921875
821,555,556,0.2899141311645499
822,557,558,0.2899141311645499
823,557,559,0.2899169921875
824,557,560,0.4100025192702391
825,558,559,0.4100025192702391
826,558,560,0.2899169921875
827,559,560,0.2899141311645499
828,561,562,0.2899141311645499
829,561,563,0.2899169921875
830,561,564,0.4100025192702391
831,562,563,0.4100025192702391
832,562,564,0.2899169921875
833,563,564,0.2899141311645499
834,565,566,0.2899141311645499
835,565,567,0.2899169921875
836,565,568,0.4100025192702391
837,566,567,0.4100025192702391
838,566,568,0.2899169921875
839,567,568,0.2899141311645499
840,569,570,0.2899141311645499
841,569,571,0.2899169921875
842,569,572,0.4100025192702391
843,570,571,0.4100025192702391
844,570,572,0.2899169921875
845,571,572,0.2899141311645499
846,573,574,0.2899141311645499
847,573,575,0.2899169921875
848,573,576,0.4100025192702391
849,574,575,0.4100025192702391
850,574,576,0.2899169921875
851,575,576,0.2899141311645499
852,577,578,0.2899141311645499
853,577,579,0.2899169921875
854,577,580,0.4100025192702391
855,578,579,0.4100025192702391
856,578,580,0.2899169921875
857,579,580,0.2899141311645499
858,581,582,0.2899141311645499
859,581,583,0.2899169921875
860,581,584,0.4100025192702391
861,582,583,0.4100025192702391
862,582,584,0.2899169921875
863,583,584,0.2899141311645499
864,585,586,0.2899141311645499
865,585,587,0.2899169921875
866,585,588,0.4100025192702391
867,586,587,0.4100025192702391
868,586,588,0.2899169921875
869,587,588,0.2899141311645499
870,590,591,0.4100025192702391
871,590,592,0.2899169921875
872,591,592,0.2899141311645499
873,593,594,0.2899141311645499
874,593,595,0.2899169921875
875,593,596,0.4100025192702391
876,594,595,0.4100025192702391
877,594,596,0.2899169921875
878,595,596,0.2899141311645499
879,597,598,0.2899141311645499
880,597,599,0.2899169921875
881,597,600,0.4100025192702391
882,598,599,0.4100025192702391
883,598,600,0.2899169921875
884,599,600,0.2899141311645499
885,601,602,0.2899141311645499
886,601,603,0.2899169921879974
887,601,604,0.4100025192705908
888,602,603,0.4100025192705908
889,602,604,0.2899169921879974
890,603,604,0.2899141311645499
891,605,606,0.2899141311645499
892,605,607,0.2899169921870026
893,605,608,0.4100025192698874
894,606,607,0.4100025192698874
895,606,608,0.2899169921870026
896,607,608,0.2899141311645499
897,609,610,0.2899141311645499
898,609,611,0.2899169921879974
899,609,612,0.4100025192705908
900,610,611,0.4100025192705908
901,610,612,0.2899169921879974
902,611,612,0.2899141311645499
903,613,614,0.2899141311645499
904,613,615,0.2899169921869884
905,613,616,0.41000251926987735
906,614,615,0.41000251926987735
907,614,616,0.2899169921869884
908,615,616,0.2899141311645499
909,617,618,0.2899141311645499
910,617,619,0.2899169921879974
911,617,620,0.4100025192705908
912,618,619,0.4100025192705908
913,618,620,0.2899169921879974
914,619,620,0.2899141311645499
915,621,622,0.2899141311645499
916,621,623,0.28991699218701683
917,621,624,0.41000251926989745
918,622,623,0.41000251926989745
919,622,624,0.28991699218701683
920,623,624,0.2899141311645499
