constraint_id,tag_id_1,tag_id_2,distance
0,0,1,0.2899138927459699
1,0,2,0.2899131774903001
2,0,3,0.40999965327990706
3,1,2,0.40999965327990706
4,1,3,0.2899131774903001
5,2,3,0.2899138927459699
6,4,5,0.2899138927459699
7,4,6,0.2899141311645499
8,4,7,0.41000032762915883
9,5,6,0.41000032762915883
10,5,7,0.2899141311645499
11,6,7,0.2899138927459699
12,8,9,0.2899138927459699
13,8,10,0.2899138927459699
14,8,11,0.4100001590417295
15,9,10,0.4100001590417295
16,9,11,0.2899138927459699
17,10,11,0.2899138927459699
18,12,13,0.2899138927459699
19,12,14,0.2899141311645508
20,12,15,0.41000032762915944
21,13,14,0.41000032762915944
22,13,15,0.2899141311645508
23,14,15,0.2899138927459699
24,16,17,0.2899138927459699
25,16,18,0.2899131774902006
26,16,19,0.40999965327983673
27,17,18,0.40999965327983673
28,17,19,0.2899131774902006
29,18,19,0.2899138927459699
30,20,21,0.2899138927459699
31,20,22,0.28991317749019885
32,20,23,0.40999965327983545
33,21,22,0.40999965327983545
34,21,23,0.28991317749019885
35,22,23,0.2899138927459699
36,24,25,0.2899138927459699
37,24,26,0.28991317749019885
38,24,27,0.40999965327983545
39,25,26,0.40999965327983545
40,25,27,0.28991317749019885
41,26,27,0.2899138927459699
42,28,29,0.2899138927459699
43,28,30,0.28991317749019885
44,28,31,0.40999965327983545
45,29,30,0.40999965327983545
46,29,31,0.28991317749019885
47,30,31,0.2899138927459699
48,32,33,0.2899138927459699
49,32,34,0.2899169921875
50,32,35,0.41000235068371094
51,33,34,0.41000235068371094
52,33,35,0.2899169921875
53,34,35,0.2899138927459699
54,36,37,0.2899138927459699
55,36,38,0.2899169921875
56,36,39,0.41000235068371094
57,37,38,0.41000235068371094
58,37,39,0.2899169921875
59,38,39,0.2899138927459699
60,40,41,0.2899138927459699
61,40,42,0.2899169921875
62,40,43,0.41000235068371094
63,41,42,0.41000235068371094
64,41,43,0.2899169921875
65,42,43,0.2899138927459699
66,44,45,0.2899138927459699
67,44,46,0.2899169921875
68,44,47,0.41000235068371094
69,45,46,0.41000235068371094
70,45,47,0.2899169921875
71,46,47,0.2899138927459699
72,48,49,0.2899138927459699
73,48,50,0.2899169921875
74,48,51,0.41000235068371094
75,49,50,0.41000235068371094
76,49,51,0.2899169921875
77,50,51,0.2899138927459699
78,52,53,0.2899138927459699
79,52,54,0.2899169921875
80,52,55,0.41000235068371094
81,53,54,0.41000235068371094
82,53,55,0.2899169921875
83,54,55,0.2899138927459699
84,56,57,0.2899138927459699
85,56,58,0.2899169921875
86,56,59,0.41000235068371094
87,57,58,0.41000235068371094
88,57,59,0.2899169921875
89,58,59,0.2899138927459699
90,60,61,0.2899138927459699
91,60,62,0.2899169921873863
92,60,63,0.41000235068363056
93,61,62,0.41000235068363056
94,61,63,0.2899169921873863
95,62,63,0.2899138927459699
96,64,65,0.2899138927459699
97,64,66,0.2899169921875
98,64,67,0.41000235068371094
99,65,66,0.41000235068371094
100,65,67,0.2899169921875
101,66,67,0.2899138927459699
102,68,69,0.2899138927459699
103,68,70,0.2899169921875
104,68,71,0.41000235068371094
105,69,70,0.41000235068371094
106,69,71,0.2899169921875
107,70,71,0.2899138927459699
108,72,73,0.2899138927459699
109,72,74,0.2899169921875
110,72,75,0.41000235068371094
111,73,74,0.41000235068371094
112,73,75,0.2899169921875
113,74,75,0.2899138927459699
114,76,77,0.2899138927459699
115,76,78,0.2899169921875
116,76,79,0.41000235068371094
117,77,78,0.41000235068371094
118,77,79,0.2899169921875
119,78,79,0.2899138927459699
120,80,81,0.2899138927459699
121,80,82,0.2899169921879974
122,80,83,0.41000235068406266
123,81,82,0.41000235068406266
124,81,83,0.2899169921879974
125,82,83,0.2899138927459699
126,84,85,0.2899138927459699
127,84,86,0.2899169921869884
128,84,87,0.4100023506833492
129,85,86,0.4100023506833492
130,85,87,0.2899169921869884
131,86,87,0.2899138927459699
132,88,89,0.2899138927459699
133,88,90,0.2899169921869884
134,88,91,0.4100023506833492
135,89,90,0.4100023506833492
136,89,91,0.2899169921869884
137,90,91,0.2899138927459699
138,92,93,0.2899138927459699
139,92,94,0.2899169921870026
140,92,95,0.4100023506833592
141,93,94,0.4100023506833592
142,93,95,0.2899169921870026
143,94,95,0.2899138927459699
144,96,97,0.2899138927459699
145,96,98,0.28991699218798317
146,96,99,0.41000235068405255
147,97,98,0.41000235068405255
148,97,99,0.28991699218798317
149,98,99,0.2899138927459699
150,100,101,0.2899138927459699
151,100,102,0.28991699218701683
152,100,103,0.41000235068336927
153,101,102,0.41000235068336927
154,101,103,0.28991699218701683
155,102,103,0.2899138927459699
156,104,105,0.289913773536682
157,104,106,0.2899131774903001
158,104,107,0.40999956898611584
159,105,106,0.40999956898611584
160,105,107,0.2899131774903001
161,106,107,0.289913773536682
162,108,109,0.289913773536682
163,108,110,0.28991317749019885
164,108,111,0.4099995689860443
165,109,110,0.4099995689860443
166,109,111,0.28991317749019885
167,110,111,0.289913773536682
168,112,113,0.289913773536682
169,112,114,0.28991413116455966
170,112,115,0.4100002433355132
171,113,114,0.4100002433355132
172,113,115,0.28991413116455966
173,114,115,0.289913773536682
174,116,117,0.289913773536682
175,116,118,0.2899138927459701
176,116,119,0.41000007474804245
177,117,118,0.41000007474804245
178,117,119,0.2899138927459701
179,118,119,0.289913773536682
180,120,121,0.289913773536682
181,120,122,0.2899141311645499
182,120,123,0.41000024333550633
183,121,122,0.41000024333550633
184,121,123,0.2899141311645499
185,122,123,0.289913773536682
186,124,125,0.289913773536682
187,124,126,0.2899131774902006
188,124,127,0.4099995689860455
189,125,126,0.4099995689860455
190,125,127,0.2899131774902006
191,126,127,0.289913773536682
192,128,129,0.289913773536682
193,128,130,0.28991317749019885
194,128,131,0.4099995689860443
195,129,130,0.4099995689860443
196,129,131,0.28991317749019885
197,130,131,0.289913773536682
198,132,133,0.289913773536682
199,132,134,0.2899131774903019
200,132,135,0.40999956898611717
201,133,134,0.40999956898611717
202,133,135,0.2899131774903019
203,134,135,0.289913773536682
204,136,137,0.289913773536682
205,136,138,0.2899169921875
206,136,139,0.4100022663904743
207,137,138,0.4100022663904743
208,137,139,0.2899169921875
209,138,139,0.289913773536682
210,140,141,0.289913773536682
211,140,142,0.2899169921875
212,140,143,0.4100022663904743
213,141,142,0.4100022663904743
214,141,143,0.2899169921875
215,142,143,0.289913773536682
216,144,145,0.289913773536682
217,144,146,0.2899169921875
218,144,147,0.4100022663904743
219,145,146,0.4100022663904743
220,145,147,0.2899169921875
221,146,147,0.289913773536682
222,148,149,0.289913773536682
223,148,150,0.2899169921875
224,148,151,0.4100022663904743
225,149,150,0.4100022663904743
226,149,151,0.2899169921875
227,150,151,0.289913773536682
228,152,153,0.289913773536682
229,152,154,0.2899169921875
230,152,155,0.4100022663904743
231,153,154,0.4100022663904743
232,153,155,0.2899169921875
233,154,155,0.289913773536682
234,156,157,0.289913773536682
235,156,158,0.2899169921875
236,156,159,0.4100022663904743
237,157,158,0.4100022663904743
238,157,159,0.2899169921875
239,158,159,0.289913773536682
240,160,161,0.289913773536682
241,160,162,0.2899169921875
242,160,163,0.4100022663904743
243,161,162,0.4100022663904743
244,161,163,0.2899169921875
245,162,163,0.289913773536682
246,164,165,0.289913773536682
247,164,166,0.2899169921875
248,164,167,0.4100022663904743
249,165,166,0.4100022663904743
250,165,167,0.2899169921875
251,166,167,0.289913773536682
252,168,169,0.289913773536682
253,168,170,0.2899169921875
254,168,171,0.4100022663904743
255,169,170,0.4100022663904743
256,169,171,0.2899169921875
257,170,171,0.289913773536682
258,172,173,0.289913773536682
259,172,174,0.2899169921875
260,172,175,0.4100022663904743
261,173,174,0.4100022663904743
262,173,175,0.2899169921875
263,174,175,0.289913773536682
264,176,177,0.289913773536682
265,176,178,0.2899169921875
266,176,179,0.4100022663904743
267,177,178,0.4100022663904743
268,177,179,0.2899169921875
269,178,179,0.289913773536682
270,180,181,0.289913773536682
271,180,182,0.2899169921875
272,180,183,0.4100022663904743
273,181,182,0.4100022663904743
274,181,183,0.2899169921875
275,182,183,0.289913773536682
276,184,185,0.289913773536682
277,184,186,0.2899169921879974
278,184,187,0.41000226639082604
279,185,186,0.41000226639082604
280,185,187,0.2899169921879974
281,186,187,0.289913773536682
282,188,189,0.289913773536682
283,188,190,0.2899169921870026
284,188,191,0.41000226639012266
285,189,190,0.41000226639012266
286,189,191,0.2899169921870026
287,190,191,0.289913773536682
288,192,193,0.289913773536682
289,192,194,0.2899169921879974
290,192,195,0.41000226639082604
291,193,194,0.41000226639082604
292,193,195,0.2899169921879974
293,194,195,0.289913773536682
294,196,197,0.289913773536682
295,196,198,0.2899169921869884
296,196,199,0.41000226639011256
297,197,198,0.41000226639011256
298,197,199,0.2899169921869884
299,198,199,0.289913773536682
300,200,201,0.289913773536682
301,200,202,0.2899169921879974
302,200,203,0.41000226639082604
303,201,202,0.41000226639082604
304,201,203,0.2899169921879974
305,202,203,0.289913773536682
306,204,205,0.289913773536682
307,204,206,0.28991699218701683
308,204,207,0.4100022663901327
309,205,206,0.4100022663901327
310,205,207,0.28991699218701683
311,206,207,0.289913773536682
312,208,209,0.289913773536682
313,208,210,0.2899131774903001
314,208,211,0.40999956898611584
315,209,210,0.40999956898611584
316,209,211,0.2899131774903001
317,210,211,0.289913773536682
318,212,213,0.289913773536682
319,212,214,0.2899141311645499
320,212,215,0.41000024333550633
321,213,214,0.41000024333550633
322,213,215,0.2899141311645499
323,214,215,0.289913773536682
324,216,217,0.289913773536682
325,216,218,0.2899138927459699
326,216,219,0.4100000747480423
327,217,218,0.4100000747480423
328,217,219,0.2899138927459699
329,218,219,0.289913773536682
330,220,221,0.289913773536682
331,220,222,0.2899141311645508
332,220,223,0.41000024333550694
333,221,222,0.41000024333550694
334,221,223,0.2899141311645508
335,222,223,0.289913773536682
336,224,225,0.289913773536682
337,224,226,0.2899131774902006
338,224,227,0.4099995689860455
339,225,226,0.4099995689860455
340,225,227,0.2899131774902006
341,226,227,0.289913773536682
342,228,229,0.289913773536682
343,228,230,0.28991317749019885
344,228,231,0.4099995689860443
345,229,230,0.4099995689860443
346,229,231,0.28991317749019885
347,230,231,0.289913773536682
348,232,233,0.289913773536682
349,232,234,0.28991317749019885
350,232,235,0.4099995689860443
351,233,234,0.4099995689860443
352,233,235,0.28991317749019885
353,234,235,0.289913773536682
354,236,237,0.289913773536682
355,236,238,0.28991317749019885
356,236,239,0.4099995689860443
357,237,238,0.4099995689860443
358,237,239,0.28991317749019885
359,238,239,0.289913773536682
360,240,241,0.289913773536682
361,240,242,0.2899169921875
362,240,243,0.4100022663904743
363,241,242,0.4100022663904743
364,241,243,0.2899169921875
365,242,243,0.289913773536682
366,244,245,0.289913773536682
367,244,246,0.2899169921875
368,244,247,0.4100022663904743
369,245,246,0.4100022663904743
370,245,247,0.2899169921875
371,246,247,0.289913773536682
372,248,249,0.289913773536682
373,248,250,0.2899169921875
374,248,251,0.4100022663904743
375,249,250,0.4100022663904743
376,249,251,0.2899169921875
377,250,251,0.289913773536682
378,252,253,0.289913773536682
379,252,254,0.2899169921875
380,252,255,0.4100022663904743
381,253,254,0.4100022663904743
382,253,255,0.2899169921875
383,254,255,0.289913773536682
384,256,257,0.289913773536682
385,256,258,0.2899169921875
386,256,259,0.4100022663904743
387,257,258,0.4100022663904743
388,257,259,0.2899169921875
389,258,259,0.289913773536682
390,260,261,0.289913773536682
391,260,262,0.2899169921875
392,260,263,0.4100022663904743
393,261,262,0.4100022663904743
394,261,263,0.2899169921875
395,262,263,0.289913773536682
396,264,265,0.289913773536682
397,264,266,0.2899169921875
398,264,267,0.4100022663904743
399,265,266,0.4100022663904743
400,265,267,0.2899169921875
401,266,267,0.289913773536682
402,268,269,0.289913773536682
403,268,270,0.2899169921873863
404,268,271,0.41000226639039394
405,269,270,0.41000226639039394
406,269,271,0.2899169921873863
407,270,271,0.289913773536682
408,272,273,0.289913773536682
409,272,274,0.2899169921875
410,272,275,0.4100022663904743
411,273,274,0.4100022663904743
412,273,275,0.2899169921875
413,274,275,0.289913773536682
414,276,277,0.289913773536682
415,276,278,0.2899169921875
416,276,279,0.4100022663904743
417,277,278,0.4100022663904743
418,277,279,0.2899169921875
419,278,279,0.289913773536682
420,280,281,0.289913773536682
421,280,282,0.2899169921875
422,280,283,0.4100022663904743
423,281,282,0.4100022663904743
424,281,283,0.2899169921875
425,282,283,0.289913773536682
426,284,285,0.289913773536682
427,284,286,0.2899169921875
428,284,287,0.4100022663904743
429,285,286,0.4100022663904743
430,285,287,0.2899169921875
431,286,287,0.289913773536682
432,288,289,0.289913773536682
433,288,290,0.2899169921879974
434,288,291,0.41000226639082604
435,289,290,0.41000226639082604
436,289,291,0.2899169921879974
437,290,291,0.289913773536682
438,292,293,0.289913773536682
439,292,294,0.2899169921869884
440,292,295,0.41000226639011256
441,293,294,0.41000226639011256
442,293,295,0.2899169921869884
443,294,295,0.289913773536682
444,296,297,0.289913773536682
445,296,298,0.2899169921869884
446,296,299,0.41000226639011256
447,297,298,0.41000226639011256
448,297,299,0.2899169921869884
449,298,299,0.289913773536682
450,300,301,0.289913773536682
451,300,302,0.2899169921870026
452,300,303,0.41000226639012266
453,301,302,0.41000226639012266
454,301,303,0.2899169921870026
455,302,303,0.289913773536682
456,304,305,0.289913773536682
457,304,306,0.28991699218798317
458,304,307,0.410002266390816
459,305,306,0.410002266390816
460,305,307,0.28991699218798317
461,306,307,0.289913773536682
462,308,309,0.289913773536682
463,308,310,0.28991699218701683
464,308,311,0.4100022663901327
465,309,310,0.4100022663901327
466,309,311,0.28991699218701683
467,310,311,0.289913773536682
468,312,313,0.2899136543273899
469,312,314,0.2899131774903001
470,312,315,0.4099994846923391
471,313,314,0.4099994846923391
472,313,315,0.2899131774903001
473,314,315,0.2899136543273899
474,316,317,0.2899136543273899
475,316,318,0.28991317749019885
476,316,319,0.4099994846922675
477,317,318,0.4099994846922675
478,317,319,0.28991317749019885
479,318,319,0.2899136543273899
480,320,321,0.2899136543273899
481,320,322,0.28991413116455966
482,320,323,0.41000015904187503
483,321,322,0.41000015904187503
484,321,323,0.28991413116455966
485,322,323,0.2899136543273899
486,324,325,0.2899136543273899
487,324,326,0.2899138927459701
488,324,327,0.40999999045436963
489,325,326,0.40999999045436963
490,325,327,0.2899138927459701
491,326,327,0.2899136543273899
492,328,329,0.2899136543273899
493,328,330,0.2899141311645499
494,328,331,0.41000015904186815
495,329,330,0.41000015904186815
496,329,331,0.2899141311645499
497,330,331,0.2899136543273899
498,332,333,0.2899136543273899
499,332,334,0.2899131774902006
500,332,335,0.40999948469226877
501,333,334,0.40999948469226877
502,333,335,0.2899131774902006
503,334,335,0.2899136543273899
504,336,337,0.2899136543273899
505,336,338,0.28991317749019885
506,336,339,0.4099994846922675
507,337,338,0.4099994846922675
508,337,339,0.28991317749019885
509,338,339,0.2899136543273899
510,340,341,0.2899136543273899
511,340,342,0.2899131774903019
512,340,343,0.4099994846923403
513,341,342,0.4099994846923403
514,341,343,0.2899131774903019
515,342,343,0.2899136543273899
516,344,345,0.2899136543273899
517,344,346,0.2899169921875
518,344,347,0.4100021820972521
519,345,346,0.4100021820972521
520,345,347,0.2899169921875
521,346,347,0.2899136543273899
522,348,349,0.2899136543273899
523,348,350,0.2899169921875
524,348,351,0.4100021820972521
525,349,350,0.4100021820972521
526,349,351,0.2899169921875
527,350,351,0.2899136543273899
528,352,353,0.2899136543273899
529,352,354,0.2899169921875
530,352,355,0.4100021820972521
531,353,354,0.4100021820972521
532,353,355,0.2899169921875
533,354,355,0.2899136543273899
534,356,357,0.2899136543273899
535,356,358,0.2899169921875
536,356,359,0.4100021820972521
537,357,358,0.4100021820972521
538,357,359,0.2899169921875
539,358,359,0.2899136543273899
540,360,361,0.2899136543273899
541,360,362,0.2899169921875
542,360,363,0.4100021820972521
543,361,362,0.4100021820972521
544,361,363,0.2899169921875
545,362,363,0.2899136543273899
546,364,365,0.2899136543273899
547,364,366,0.2899169921875
548,364,367,0.4100021820972521
549,365,366,0.4100021820972521
550,365,367,0.2899169921875
551,366,367,0.2899136543273899
552,368,369,0.2899136543273899
553,368,370,0.2899169921875
554,368,371,0.4100021820972521
555,369,370,0.4100021820972521
556,369,371,0.2899169921875
557,370,371,0.2899136543273899
558,372,373,0.2899136543273899
559,372,374,0.2899169921875
560,372,375,0.4100021820972521
561,373,374,0.4100021820972521
562,373,375,0.2899169921875
563,374,375,0.2899136543273899
564,376,377,0.2899136543273899
565,376,378,0.2899169921875
566,376,379,0.4100021820972521
567,377,378,0.4100021820972521
568,377,379,0.2899169921875
569,378,379,0.2899136543273899
570,380,381,0.2899136543273899
571,380,382,0.2899169921875
572,380,383,0.4100021820972521
573,381,382,0.4100021820972521
574,381,383,0.2899169921875
575,382,383,0.2899136543273899
576,384,385,0.2899136543273899
577,384,386,0.2899169921875
578,384,387,0.4100021820972521
579,385,386,0.4100021820972521
580,385,387,0.2899169921875
581,386,387,0.2899136543273899
582,388,389,0.2899136543273899
583,388,390,0.2899169921875
584,388,391,0.4100021820972521
585,389,390,0.4100021820972521
586,389,391,0.2899169921875
587,390,391,0.2899136543273899
588,392,393,0.2899136543273899
589,392,394,0.2899169921879974
590,392,395,0.4100021820976038
591,393,394,0.4100021820976038
592,393,395,0.2899169921879974
593,394,395,0.2899136543273899
594,396,397,0.2899136543273899
595,396,398,0.2899169921870026
596,396,399,0.4100021820969004
597,397,398,0.4100021820969004
598,397,399,0.2899169921870026
599,398,399,0.2899136543273899
600,400,401,0.2899136543273899
601,400,402,0.2899169921879974
602,400,403,0.4100021820976038
603,401,402,0.4100021820976038
604,401,403,0.2899169921879974
605,402,403,0.2899136543273899
606,404,405,0.2899136543273899
607,404,406,0.2899169921869884
608,404,407,0.4100021820968903
609,405,406,0.4100021820968903
610,405,407,0.2899169921869884
611,406,407,0.2899136543273899
612,408,409,0.2899136543273899
613,408,410,0.2899169921879974
614,408,411,0.4100021820976038
615,409,410,0.4100021820976038
616,409,411,0.2899169921879974
617,410,411,0.2899136543273899
618,412,413,0.2899136543273899
619,412,414,0.28991699218701683
620,412,415,0.4100021820969104
621,413,414,0.4100021820969104
622,413,415,0.28991699218701683
623,414,415,0.2899136543273899
624,416,417,0.28991365432739036
625,416,418,0.2899131774903001
626,416,419,0.4099994846923394
627,417,418,0.4099994846923394
628,417,419,0.2899131774903001
629,418,419,0.28991365432739036
630,421,422,0.28991365432739036
631,421,423,0.2899141311645499
632,421,424,0.41000015904186843
633,422,423,0.41000015904186843
634,422,424,0.2899141311645499
635,423,424,0.28991365432739036
636,425,426,0.28991365432739036
637,425,427,0.2899138927459699
638,425,428,0.4099999904543698
639,426,427,0.4099999904543698
640,426,428,0.2899138927459699
641,427,428,0.28991365432739036
642,429,430,0.28991365432739036
643,429,431,0.2899141311645508
644,429,432,0.4100001590418691
645,430,431,0.4100001590418691
646,430,432,0.2899141311645508
647,431,432,0.28991365432739036
648,433,434,0.28991365432739036
649,433,435,0.2899131774902006
650,433,436,0.40999948469226905
651,434,435,0.40999948469226905
652,434,436,0.2899131774902006
653,435,436,0.28991365432739036
654,437,438,0.28991365432739036
655,437,439,0.28991317749019885
656,437,440,0.4099994846922678
657,438,439,0.4099994846922678
658,438,440,0.28991317749019885
659,439,440,0.28991365432739036
660,441,442,0.28991365432739036
661,441,443,0.28991317749019885
662,441,444,0.4099994846922678
663,442,443,0.4099994846922678
664,442,444,0.28991317749019885
665,443,444,0.28991365432739036
666,445,446,0.28991365432739036
667,445,447,0.28991317749019885
668,445,448,0.4099994846922678
669,446,447,0.4099994846922678
670,446,448,0.28991317749019885
671,447,448,0.28991365432739036
672,449,450,0.28991365432739036
673,449,451,0.2899169921875
674,449,452,0.4100021820972524
675,450,451,0.4100021820972524
676,450,452,0.2899169921875
677,451,452,0.28991365432739036
