id,x,y,z,x_transformed,y_transformed,z_transformed
364,76.6801,0.29632,4.25623,0.9167846597904228,77.36193093351615,-0.8156864484378089
365,76.5462,0.0657041,4.19814,1.143553217365005,77.22029313185082,-0.8704779246705333
366,76.5373,0.440737,4.06007,0.7647482696864806,77.20857940597159,-0.9976070370827069
367,76.3291,0.230194,4.07737,0.9723634491069544,76.99836116984434,-0.9715471958944096
368,82.095,0.434489,4.60002,0.8740177718117307,82.78925286270486,-0.8434698409810931
369,81.9878,0.25933,4.39757,1.0417848597627717,82.66531756839234,-1.0425998608301872
370,82.1611,0.622662,4.39648,0.6813540217778489,82.84454387545131,-1.046029468896807
371,81.9402,0.50065,4.23562,0.7953504524211763,82.61099238614185,-1.1944147558558318
372,87.8661,0.590249,4.69854,0.812524759532627,88.5553475536551,-1.1400051718208912
373,87.8908,0.298638,4.71237,1.1047616505516598,88.57576830271296,-1.1356546826017486
374,88.159,0.591658,4.68,0.8152451768443979,88.84626197318356,-1.1787030622165355
375,88.1054,0.341023,4.51421,1.0603140774294701,88.7769718039213,-1.346980493069971
376,93.9196,0.591354,5.09162,0.9182370581825301,94.62061778630326,-1.1664110857659509
377,94.1565,0.441564,4.9762,1.0685103848915596,94.84634175779522,-1.3018623555041615
378,94.0161,0.810099,4.94618,0.6971068701365565,94.71076351628452,-1.3123206671028123
379,94.0755,0.61059,4.73516,0.8916146331646815,94.7519888532434,-1.5321588876092167
380,102.277,0.72897,5.53075,0.9252948116278876,102.98956820812113,-1.3025253966482846
381,102.448,0.489023,5.48033,1.1664340993462607,103.15242409766388,-1.3709910257545252
382,102.518,0.871988,5.44224,0.7837189759716341,103.22641764403664,-1.403657962564194
383,102.531,0.649786,5.24423,1.000532963974311,103.22185109711111,-1.607916451150476
384,106.292,0.779554,5.7989,0.9457889381500943,107.01376889668835,-1.3112987921852883
385,106.416,0.518756,5.73791,1.2067311775378669,107.12864786835699,-1.3876096464305672
386,106.531,0.891647,5.69292,0.8346070964515221,107.24687581977159,-1.4305353701979868
387,106.541,0.659777,5.50936,1.0614366016143262,107.24013777563225,-1.620432565671679
388,112.081,0.794448,6.06389,1.0299818731315356,112.80665375842045,-1.4467944000488075
389,111.915,0.664606,5.87495,1.1518971145497168,112.62579712854105,-1.6271851478786794
390,112.075,1.0307,5.91331,0.7895868910732934,112.79451479365008,-1.5902804343501336
391,111.815,0.936094,5.80151,0.8769296034580992,112.5258161554837,-1.6863107820366756
392,117.869,0.97615,6.21679,0.9443331476482246,118.59379967900986,-1.6895791121547243
393,117.992,0.766007,6.05085,1.151725264228888,118.70137200852162,-1.869139319195722
394,118.046,1.14604,6.10784,0.7743189241009889,118.76588280137524,-1.8059589961064546
395,118.006,0.992753,5.85429,0.9198756657516183,118.70585692810972,-2.0601137449658156
396,123.839,1.08888,6.4499,0.9327259109839954,124.56677315514065,-1.8667836563822
397,123.962,0.807861,6.44006,1.2152788615283998,124.68380871645857,-1.8925520767190376
398,124.115,1.17118,6.41748,0.8539444516928337,124.84131023765813,-1.9160098526068556
399,124.134,0.934119,6.23892,1.0862433496085062,124.84380089794813,-2.1016805556256264
400,130.025,1.10835,6.74543,1.019482206104405,130.75783665513404,-1.9991435676365432
401,129.858,0.926842,6.58857,1.1939092956569406,130.57726998517393,-2.1488435402275967
402,129.984,1.31255,6.55866,0.8095664835841548,130.70773283846836,-2.1771510671817516
403,129.786,1.15344,6.41798,0.9615635473672979,130.49775210534102,-2.3079785826997132
404,135.957,1.26963,7.028,0.9601165144274408,136.69716230721065,-2.1231095167358935
405,135.962,1.05075,6.83651,1.1736638839285578,136.68512247361593,-2.3202248075840806
406,135.92,1.45038,6.81594,0.7730022174837641,136.64889633223248,-2.3272360501378047
407,135.801,1.22882,6.65952,0.9882338138506046,136.5155293867017,-2.4808774109921243
408,141.703,1.30777,7.13193,1.0159356204347179,142.43650770559265,-2.4156342677847635
409,141.593,1.44888,6.90239,0.8668003949425956,142.313522879726,-2.633198191319851
410,141.956,1.43759,7.0965,0.8892105169298761,142.6887379616362,-2.4650120297617724
411,141.825,1.6258,6.91477,0.6939898429609207,142.54892351756757,-2.6321963791634806
412,149.323,1.52341,7.55071,0.9327594281299239,150.06989975171786,-2.519002005430171
413,149.207,1.31661,7.38391,1.1329987570553697,149.9390739999139,-2.6828107775286703
414,149.586,1.44256,7.46612,1.015394850177219,150.32499650289418,-2.6236835470807893
415,149.468,1.18383,7.38399,1.2698497523515269,150.19706977809602,-2.70429375513088
416,-0.0558883,-2.3747,0.796915,2.274575061250558,0.5342769554132342,0.9678768204021962
417,-0.312427,-2.27504,0.744795,2.169457433762275,0.27657096820597776,0.9362758212651764
418,0.0653815,-2.10661,0.775017,2.0079372142215517,0.6584877385315293,0.9447667623123537
419,-0.20804,-2.00276,0.735472,1.8987122391105073,0.38487919051020963,0.9269843707716449
421,7.66924,-1.95112,1.1602,1.9836946303860878,8.272406169195143,0.8074146602490708
422,7.5258,-2.16085,1.07502,2.1886868649346316,8.119762237020392,0.7268209095916836
423,7.55445,-1.75237,1.03632,1.7797975220499185,8.152920077323365,0.6970806035786239
424,7.37852,-1.95926,0.90051,1.9800348444474525,7.964441627178953,0.5683169377010684
425,13.6579,-1.91627,1.42311,2.051048365446115,14.264659087220428,0.6565729319675238
426,13.7472,-2.18262,1.40203,2.318094573809185,14.347567577198557,0.6223138632636906
427,13.8906,-1.82403,1.31008,1.9594144334641241,14.490646012343147,0.5302146291809701
428,13.8391,-2.07024,1.13024,2.1997049580811203,14.42256417833533,0.34789796138172335
429,19.7583,-1.8538,1.73757,2.0939939347067633,20.37239985308711,0.5501484632060298
430,19.6164,-2.02607,1.60905,2.2603699706312663,20.218979704203985,0.4272207369327111
431,19.7658,-1.64241,1.57827,1.8784208789768648,20.372687615151612,0.39637380035070613
432,19.5371,-1.78619,1.43201,2.0144547515996694,20.131972627349406,0.2625102648131072
433,25.5941,-1.63316,1.97293,1.9724670762969414,26.213577651760236,0.38732608706183147
434,25.6661,-1.89586,1.88436,2.233722826476125,26.274659995647887,0.28705487901334636
435,25.82,-1.5344,1.84815,1.8738834513855187,26.432090374483035,0.24989299458555353
436,25.7154,-1.73177,1.62768,2.063392643912263,26.309117612330322,0.03202362198721609
437,31.904,-1.60441,2.23869,2.0510876235312727,32.526349391668624,0.2169596600093432
438,31.7325,-1.79198,2.14403,2.2332240277281246,32.34545776775329,0.12943925573973938
439,31.7853,-1.39153,2.12222,1.8332108499001125,32.40372232473966,0.11466029897284419
440,31.6242,-1.58232,1.95323,2.0166729580104312,32.22804340502989,-0.04779038972167793
441,37.7209,-1.45724,2.5258,2.004126310800815,38.35092658769955,0.10510308405953397
442,37.911,-1.63471,2.39852,2.180995576529046,38.528663561071,-0.03967481631725622
443,37.803,-1.25552,2.35171,1.7989912075036225,38.424439600457724,-0.06883403920765613
444,37.8076,-1.48085,2.15379,2.0188009715723934,38.411444961103086,-0.27250510310254106
445,43.7762,-1.40601,2.87655,2.0585959325048018,44.41597370047672,0.037688356404009
446,43.661,-1.60398,2.74639,2.251036639205428,44.28861836285901,-0.08940207944718365
447,43.6672,-1.19158,2.75529,1.8391910849131545,44.30272075653441,-0.07001724252979047
448,43.5054,-1.39027,2.59247,2.0307088673053686,44.126627306660595,-0.22647600527290884
449,49.2436,-1.24174,3.0493,1.9858389073229181,49.88438100373514,-0.16360231987423135
450,49.1185,-1.48148,2.99434,2.2219530246627457,49.75157431543852,-0.2161226619953302
451,49.0186,-1.08772,2.97098,1.8261635414463893,49.657298365114606,-0.2220697088131227
452,48.9151,-1.33016,2.83317,2.06302528918252,49.540300347959004,-0.35877733896243647
453,53.1744,-1.17482,3.29943,1.988172140911156,53.823645736950496,-0.1840928290621257
454,52.9815,-1.35295,3.20543,2.160552469041218,53.62162057042385,-0.2692254401089622
455,53.0581,-0.947774,3.18929,1.7563498267522961,53.70409828485471,-0.2798697421019267
456,52.85,-1.12326,3.07181,1.9251966761685233,53.485345919975856,-0.3872971170960525
457,61.5887,-0.992826,3.66561,1.9497569496586624,62.24512988556919,-0.39571302205256287
458,61.5088,-1.30879,3.67273,2.264491008910673,62.160321747737314,-0.3914697449884198
459,61.7187,-0.961782,3.6486,1.9203181493499029,62.37418457765855,-0.4208389752105577
460,61.4428,-1.03809,3.58784,1.9905329909723253,62.09345496599542,-0.4643850383552731
461,67.5586,-0.818768,3.93424,1.8778345370621834,68.22152928857162,-0.5358615740340859
462,67.4846,-1.08859,3.84107,2.1437675190261203,68.1365371660509,-0.6308170836014212
463,67.8228,-0.878513,3.86282,1.9397592648717257,68.47910130649066,-0.6269324535500891
464,67.7062,-1.04827,3.64657,2.101596141483807,68.3449377788168,-0.8390315689644313
465,73.6301,-0.773168,4.16128,1.9347637014344052,74.29414099846879,-0.727915896202249
466,73.6864,-1.06512,4.15454,2.227272833303993,74.34466365321282,-0.7462722856761713
467,73.9086,-0.748849,4.10792,1.9133937352926866,74.56870658632661,-0.799735224188504
468,73.8513,-0.983406,3.9227,2.141796350320826,74.4946763905005,-0.9867071477579424
469,79.2046,-0.747618,4.47178,2.0061663828296408,79.87637977971825,-0.8029168875573754
470,78.9967,-0.886618,4.35781,2.138646124167321,79.65871438976039,-0.9058900250719258
471,79.1745,-0.518456,4.3199,1.772439870945589,79.83998660493704,-0.9462215319896402
472,78.9244,-0.638842,4.20681,1.8856706542990425,79.5806176924204,-1.0449064042706118
473,85.053,-0.509821,4.73995,1.8685991304354512,85.73268282336473,-0.9334352163650176
474,84.9627,-0.786877,4.74008,2.144086681381703,85.63771025198557,-0.934411943177171
475,85.1532,-0.559459,4.47029,1.9123355762647558,85.81323417017394,-1.2105977868492799
