id,x,y,z,x_transformed,y_transformed
438,31.7325,-1.79198,2.14403,2.2352447325527107,32.3797027831265
439,31.7853,-1.39153,2.12222,1.8357561262566426,32.43934250092953
440,31.6242,-1.58232,1.95323,2.0237635254916717,32.2750036682305
441,37.7209,-1.45724,2.5258,2.002951461072589,38.37295108964818
442,37.911,-1.63471,2.39852,2.183646101844712,38.55998867329445
443,37.803,-1.25552,2.35171,1.8026648106715457,38.45848836848688
444,37.8076,-1.48085,2.15379,2.028040523410128,38.45923469788882
445,43.7762,-1.40601,2.87655,2.0552706860678023,44.42824177644398
446,43.661,-1.60398,2.74639,2.251241896027998,44.30967345956828
447,43.6672,-1.19158,2.75529,1.8390082068534022,44.32292432782296
448,43.5054,-1.39027,2.59247,2.0349024815216663,44.15775051254889
449,49.2436,-1.24174,3.0493,1.9845137262076105,49.89765132826321
450,49.1185,-1.48148,2.99434,2.2220795455661397,49.76847021868246
451,49.0186,-1.08772,2.97098,1.8266688893849616,49.67531786724478
452,48.9151,-1.33016,2.83317,2.0673036600966346,49.56768743137954
453,53.1744,-1.17482,3.29943,1.9848176617387507,53.82902091582721
454,52.9815,-1.35295,3.20543,2.1596231523804827,53.633103210293726
455,53.0581,-0.947774,3.18929,1.7558162017384258,53.71662025998518
456,52.85,-1.12326,3.07181,1.927718168722752,53.50554998746221
457,61.5887,-0.992826,3.66561,1.9467293876173966,62.24520268604881
458,61.5088,-1.30879,3.67273,2.2612809535948517,62.15991158664723
459,61.7187,-0.961782,3.6486,1.9179128427732632,62.37571451187026
460,61.4428,-1.03809,3.58784,1.9894919736585315,62.09855003202893
461,67.5586,-0.818768,3.93424,1.874778285575633,68.21720613851592
462,67.4846,-1.08859,3.84107,2.143295483934653,68.13860317502584
463,67.8228,-0.878513,3.86282,1.9390322006298988,68.48034591016817
464,67.7062,-1.04827,3.64657,2.106770596363522,68.36086022213101
465,73.6301,-0.773168,4.16128,1.9330036970178022,74.28859818741725
466,73.6864,-1.06512,4.15454,2.225875706051606,74.33989776469139
467,73.9086,-0.748849,4.10792,1.9134504234245318,74.56747330866831
468,73.8513,-0.983406,3.9227,2.1469933369496204,74.50617091237571
469,79.2046,-0.747618,4.47178,2.002777796751155,79.86272005794595
470,78.9967,-0.886618,4.35781,2.1382025180310973,79.65247364331245
471,79.1745,-0.518456,4.3199,1.7731346106718107,79.83654298149865
472,78.9244,-0.638842,4.20681,1.8892264605509708,79.58442102412955
473,85.053,-0.509821,4.73995,1.865019441804894,85.7143311701826
474,84.9627,-0.786877,4.74008,2.14049086300417,85.61930689308222
475,85.1532,-0.559459,4.47029,1.9163635400429266,85.81366774260246
476,84.9229,-0.745144,4.44781,2.098083410165782,85.58022631948408
477,90.854,-0.464747,4.94977,1.9191454003424886,91.51525377319055
478,90.872,-0.757745,4.94244,2.2124083510826584,91.52824106417708
479,91.15,-0.468433,4.95581,1.927892271030043,91.81114746837376
480,91.1119,-0.710208,4.78123,2.168980436899292,91.76891884179415
481,97.1224,-0.48092,5.27864,2.0425016436265317,97.78246075582419
482,96.8612,-0.485292,5.16862,2.042406652436501,97.52122418610112
483,97.2087,-0.274768,5.14064,1.837855458503019,97.87227320495232
484,96.9741,-0.309168,4.95586,1.8682389199681544,97.63711928670006
485,102.507,-0.34627,5.72338,1.9999445264445554,103.16857593044469
486,102.395,-0.530833,5.5258,2.1825654145126108,103.05343639678992
487,102.569,-0.169936,5.49948,1.824696467420612,103.23358206372717
488,102.331,-0.292308,5.36429,1.9429809291539366,102.99352437795882
489,106.328,-0.230025,5.86111,1.9490531641507942,106.9910049970552
490,106.404,-0.514433,5.84844,2.234719133480746,107.06213069164427
491,106.604,-0.180951,5.78339,1.9047057614627139,107.26780377839431
492,106.548,-0.4223,5.60694,2.145061911129333,107.20768505320459
493,114.962,-0.136158,6.09173,2.0028357341268554,115.62534773109442
494,114.943,-0.383313,6.06639,2.249629711128807,115.60212431746591
495,115.132,-0.0393455,6.06622,1.9089442792157854,115.79697830777273
496,114.877,-0.128538,5.93827,1.993763402882821,115.54049045559135
497,121.187,-0.130719,6.33298,2.1038410251036717,121.84953061030961
498,120.947,-0.286665,6.29526,2.255660379447283,121.60689912314712
499,121.041,0.107172,6.29157,1.8634882997977145,121.70761973927078
500,120.838,-0.0547343,6.14545,2.0218997589172756,121.50188092523877
501,126.9,0.041938,6.5915,2.0288978934800332,127.5646476665624
502,127.017,-0.240506,6.57758,2.313301223582748,127.6768009498959
503,127.168,0.107585,6.52858,1.9678431189882548,127.83373100517845
504,127.135,-0.123346,6.33359,2.1981760770205714,127.7967870583795
505,133.046,0.122521,6.9422,2.0534193216787053,133.71112701001164
506,132.868,-0.019884,6.77948,2.1927598158985115,133.53071800054818
507,133.052,0.344954,6.79025,1.8311214385666914,133.7209295940035
508,132.805,0.24178,6.64847,1.9300568129268763,133.4722014975282
509,138.81,0.218592,7.16063,2.055923060017047,139.4759270384892
510,139.014,-0.00398168,7.12514,2.2819524674785105,139.67609134597524
511,138.985,0.368202,7.00608,1.9093273211317705,139.65345968743213
512,139.012,0.114048,6.84687,2.163905845257613,139.67610986999006
513,144.854,0.386216,7.42497,1.9916720796295018,145.52190963992757
514,144.983,0.11918,7.43341,2.2608748547350586,145.64632463569365
515,145.101,0.471493,7.31436,1.910631088644006,145.7703317092151
516,145.052,0.209015,7.15545,2.172232844649012,145.71685066828377
517,149.299,0.458164,7.63327,1.9957412395187288,149.9674900246065
518,149.283,0.170996,7.58645,2.2825936645027283,149.94658197580225
519,149.497,0.466878,7.41574,1.9904141861829092,150.16561007987286
520,149.338,0.240278,7.30257,2.2142622584772167,150.00275861217875
521,-0.0998771,-3.31018,0.722602,3.208909592357226,0.526019482487836
522,-0.193274,-3.28545,0.999955,3.182586181086718,0.4330591046449416
523,0.116986,-3.12136,0.809877,3.023825418239354,0.746079576627403
524,-0.109078,-3.00183,0.968496,2.900447345101415,0.5220925143564552
525,4.71221,-2.99333,0.990761,2.9743895113483543,5.342820963978432
526,4.76841,-3.28798,0.93033,3.2699574159862332,5.3939744218085135
527,4.96881,-3.01623,1.11381,3.0016738582030684,5.598991872585775
528,4.86867,-3.28339,1.20621,3.2670824685735207,5.494298249373922
529,10.7001,-2.91204,1.38994,2.99550046361798,11.331225513096193
530,10.7382,-3.19504,1.37039,3.279110573183303,11.364480824737274
531,10.9878,-2.8783,1.35414,2.9666848815011813,11.619460382304048
532,10.9663,-3.12827,1.19425,3.2162506985450596,11.593689199498023
533,16.7245,-2.94118,1.63599,3.1276495680187963,17.354246442314857
534,16.7816,-3.08986,1.40278,3.277284203576136,17.408795761665534
535,16.8888,-2.73184,1.54952,2.9211495988223404,17.5221020002266
536,16.805,-2.8187,1.2727,3.0065639733874336,17.436829002052182
537,23.0543,-2.91412,1.84918,3.2088290326745965,23.683583704470998
538,22.7908,-3.02096,1.80145,3.3111477316620155,23.418295334131244
539,22.9472,-2.64689,1.8352,2.9398067618455763,23.58106882409747
541,28.8209,-2.65052,2.0494,3.0438727228657543,29.4538479909534
542,28.9005,-2.9222,2.05745,3.316874110773282,29.528790799818317
543,29.0653,-2.55254,2.11491,2.9500861307908672,29.699887653501897
545,34.6572,-2.53907,2.48014,3.0322359931790346,35.291200419839484
546,34.7587,-2.80647,2.3877,3.3013324827554564,35.38811321206861
547,34.8643,-2.43636,2.30352,2.933082286645545,35.50002641578028
548,34.7791,-2.66275,2.12609,3.1579823221709957,35.410967749045085
549,40.8429,-2.5118,2.58438,3.1107414712301265,41.476462340956154
551,40.9361,-2.28737,2.71598,2.887937943997487,41.57348632331461
552,40.6532,-2.18295,2.71752,2.778695802666454,41.292413199452845
553,49.3498,-2.3459,3.04207,3.0903282445255758,49.98495537557607
554,49.4624,-2.57824,3.05558,3.324559662898305,50.09356604838081
555,49.266,-2.23636,2.96518,2.979371333691498,49.90304069106737
557,53.2637,-2.17095,3.41243,2.982328995420142,53.90127467750902
558,53.2229,-2.4125,3.25739,3.2231460259222207,53.85635029303733
559,53.0892,-2.02695,3.24337,2.835366211142395,53.72926249759919
560,52.9886,-2.27832,3.13453,3.0849792643807747,53.624378940484576
561,58.526,-2.01723,3.66659,2.9186134150310368,59.165433817696155
562,58.5822,-2.27516,3.53032,3.177466688305078,59.2172151639061
563,58.7381,-1.90735,3.49501,2.8123762535689143,59.37938168500142
564,58.6471,-2.10802,3.29742,3.0114608732098036,59.28496366170903
565,64.7813,-1.99999,3.8286,3.0083375418789107,65.42011405641831
566,64.5563,-2.12359,3.71068,3.12807211571063,65.19303347197891
567,64.6896,-1.73982,3.78975,2.746637568938742,65.33287620303392
569,70.642,-1.87274,3.9664,2.981320346530973,71.28213308774663
570,70.6844,-2.16375,3.96393,3.2730128122307662,71.31955080485999
571,70.9162,-1.84273,4.02568,2.95600337775456,71.5568061501171
573,76.7644,-1.77362,4.35437,2.9869039401066537,77.40533285240258
574,76.7374,-2.05106,4.32277,3.2638416944456123,77.37359275439242
575,77.0509,-1.77696,4.35827,2.9951424174919046,77.69173385290777
577,82.1943,-1.60454,4.62677,2.9106964576128846,82.8373301348036
578,82.0397,-1.81077,4.50694,3.114252745266398,82.67922633770587
579,82.2255,-1.46778,4.39754,2.7744899524966935,82.87086408124645
580,81.9812,-1.61197,4.29196,2.9144814983885974,82.62413424280209
581,87.9177,-1.53534,4.82994,2.9393730334009853,88.56107662237632
582,88.0184,-1.80917,4.83963,3.21488490339586,88.6570795827053
583,88.2024,-1.45076,4.79713,2.859673586260302,88.84718126149541
585,93.9607,-1.48389,5.18002,2.9912619684732036,94.60407286934829
586,93.9929,-1.74989,5.05814,3.257773677313406,94.63171973266178
587,94.1424,-1.38499,4.99368,2.8954833812383973,94.78743743033894
588,94.0272,-1.59041,4.80758,3.0989035019736635,94.66874172325545
589,102.391,-1.36412,5.54748,3.0156621866193114,103.03518830992044
590,102.418,-1.54941,5.5387,3.2013867789848254,103.05901602258163
591,102.664,-1.22719,5.59829,2.8834203308200967,103.31048981096026
593,106.336,-1.27483,5.81883,2.993842203615186,106.98113833398838
594,106.306,-1.55527,5.80171,3.2737282212698284,106.94634737652201
595,106.622,-1.29463,5.78189,3.0185297247928884,107.26675795218381
597,112.037,-1.30185,5.96509,3.1183416859969526,112.68084279643962
598,111.794,-1.37822,5.8537,3.190545376654609,112.43657244630393
599,111.986,-1.02982,5.95104,2.84547939086412,112.63450179089547
600,111.713,-1.09336,5.85355,2.904341976625427,112.36045521164753
601,117.879,-1.06555,6.13805,2.9819706762990728,118.52602924664923
602,117.86,-1.35264,6.09277,3.268693814616788,118.50212297020892
603,118.142,-1.10066,6.21812,3.0215726738777406,118.78839043640065
605,123.943,-1.03885,6.54139,3.058965079297002,124.58959921424315
606,123.987,-1.31602,6.55725,3.3368469274404853,124.62885335252642
607,124.201,-0.969424,6.49382,2.9939608637452406,124.84874863337524
609,129.923,-0.92556,6.70077,3.0479457961919025,130.5706620963319
610,129.982,-1.20899,6.67447,3.332343219445287,130.6248069995716
611,130.207,-0.874539,6.71741,3.001788473018351,130.8554930004811
613,136.173,-0.83611,7.01664,3.065379853889561,136.82127785448984
614,136.022,-1.06842,6.95475,3.295073886209097,136.6663275798312
615,135.953,-0.664874,6.9902,2.8904070309105805,136.60423804497378
617,141.978,-0.758306,7.27534,3.0868489951336113,142.62675953462548
618,141.963,-1.04082,7.26791,3.3690651999109815,142.60693092002288
619,142.233,-0.75386,7.15629,3.0867639811309378,142.88179827617
621,149.462,-0.651629,7.67707,3.1081591777290907,150.11148944681645
622,149.419,-0.933209,7.6379,3.388962737072637,150.06368089674436
623,149.337,-0.604104,7.41753,3.058503706513148,149.98732036933205
624,149.199,-0.86486,7.45348,3.3168618715318665,149.84488178571036
