id,x,y,z,x_transformed,y_transformed
117,16.3106,2.08331,1.34759,-1.9031832517445604,17.02632250343287
118,16.3586,2.48178,1.40065,-2.300774224438312,17.08112906629204
119,16.5346,2.24138,1.40392,-2.057399885257415,17.252992648904126
120,22.0217,2.30106,1.65778,-2.023245279338004,22.740310898768488
121,22.269,2.15268,1.62093,-1.8706583022653842,22.98503753979443
122,22.1719,2.5441,1.64747,-2.2636814223666324,22.894644766488824
123,22.4266,2.37798,1.66079,-2.0932305037252363,23.14646698301132
124,28.0213,2.51482,1.94494,-2.134384725865744,28.742688887618037
125,28.1933,2.29534,1.84891,-1.9119957255097635,28.91091077359209
126,28.253,2.68144,1.89688,-2.2970184442815356,28.977204106813407
127,28.4216,2.4296,1.94077,-2.0423323129222273,29.141473154698968
128,34.0626,2.67972,2.17904,-2.195958272778086,34.785925305161264
129,34.2288,2.44205,2.14148,-1.955481108154541,34.94803700182322
130,34.3054,2.82583,2.24135,-2.3378951869921134,35.03118819367764
131,34.4687,2.58474,2.18114,-2.0940481105231785,35.19034183453311
132,40.0892,2.7417,2.58544,-2.1548782276211993,40.812704006116675
133,40.3267,2.53963,2.50896,-1.9487766739744583,41.04671401548465
134,40.2516,2.7534,2.81101,-2.1637995814901236,40.97528032494924
135,40.4866,2.73894,2.62865,-2.145323346773641,41.209998710148824
136,48.4962,2.78117,2.73408,-2.0505881647238593,49.21914977491105
137,48.7312,2.65481,2.86113,-1.920228290312024,49.4519547420903
138,48.6543,3.02121,2.6961,-2.2878896614482276,49.38133118954409
139,48.8958,2.87382,2.76871,-2.1363917159021164,49.620275606920416
140,52.5489,2.87257,2.98136,-2.0726762385141035,53.27282013237678
141,52.8115,2.74047,3.01309,-1.9361052610708773,53.533122913998874
142,52.688,3.12462,3.01279,-2.3223108670984147,53.41620968817347
