time,x,y,z,roll,pitch,yaw
1767717674.281817,-0.003168,0.009506,0.000823,0.017485,0.052347,0.000876
1767717674.382555,-0.003968,0.004227,0.002228,0.017286,0.052429,0.000727
1767717674.482784,-0.003402,0.001287,0.001260,0.017521,0.052513,0.001028
1767717674.583806,-0.002916,0.004578,0.001827,0.017565,0.052419,0.000963
1767717674.684246,-0.001293,0.001851,0.002376,0.017319,0.052359,0.000820
1767717674.784301,-0.003056,0.010276,0.001410,0.017653,0.052400,0.001096
1767717674.885633,-0.003700,0.005709,0.002471,0.017421,0.052511,0.000863
1767717674.985829,-0.001540,0.004230,0.002087,0.017505,0.052434,0.001087
1767717675.086756,0.002149,0.003672,-0.000119,0.017552,0.052257,0.000939
1767717675.188287,-0.000221,0.006124,0.000753,0.017525,0.052326,0.000963
1767717675.289373,-0.003112,0.009249,0.002356,0.017488,0.052452,0.001017
1767717675.390233,-0.000852,0.011113,0.001230,0.017326,0.052362,0.000876
1767717675.490613,-0.001758,0.006167,0.002344,0.017258,0.052373,0.000741
1767717675.591243,-0.001478,0.003115,0.001066,0.017611,0.052346,0.001032
1767717675.691638,-0.001084,0.006296,0.001259,0.017553,0.052414,0.001060
1767717675.792922,0.000412,0.000612,0.002414,0.017254,0.052340,0.000898
1767717675.892848,0.000136,0.002372,0.000516,0.017576,0.052356,0.001056
1767717675.993489,0.000209,0.003667,0.001979,0.017467,0.052401,0.001127
1767717676.094315,-0.001405,0.000980,0.001820,0.017561,0.052445,0.001086
1767717676.195226,-0.000109,0.002198,0.002085,0.017339,0.052423,0.000940
1767717676.296403,0.001263,-0.000975,0.001080,0.017559,0.052394,0.001208
1767717676.397075,0.002030,-0.001393,0.000131,0.017541,0.052288,0.001008
1767717676.497329,0.000439,-0.000448,0.002005,0.017332,0.052407,0.000933
1767717676.598374,0.001094,0.001300,0.001825,0.017438,0.052324,0.001047
1767717676.699074,0.002073,0.001167,0.000883,0.017298,0.052305,0.000928
1767717676.799342,0.004157,0.004235,-0.000363,0.017444,0.052194,0.001061
1767717676.899828,0.000440,0.004640,0.000891,0.017586,0.052326,0.001143
1767717677.000902,-0.002043,0.003089,0.003001,0.017485,0.052540,0.001188
1767717677.101582,0.000906,0.001308,0.000575,0.017555,0.052383,0.001096
1767717677.202282,-0.000863,-0.002057,0.001521,0.017556,0.052395,0.001113
1767717677.302735,-0.000461,0.002692,0.001444,0.017531,0.052469,0.001111
1767717677.403350,-0.001201,0.000841,0.001268,0.017484,0.052400,0.001025
1767717677.503798,-0.002781,0.002493,0.002454,0.017360,0.052418,0.001007
1767717677.604644,-0.005398,0.003000,0.003246,0.017337,0.052532,0.000968
1767717677.704922,-0.000275,0.003134,0.001669,0.017247,0.052445,0.001025
1767717677.806117,-0.001938,-0.001633,0.001364,0.017418,0.052453,0.001048
1767717677.906343,-0.001962,0.005257,0.000751,0.017458,0.052379,0.001043
1767717678.007147,-0.000589,0.005326,-0.000201,0.017665,0.052320,0.001179
1767717678.087492,-0.003814,0.001804,0.002346,0.017581,0.052446,0.001100
1767717678.188246,-0.001418,0.001090,0.001824,0.017445,0.052465,0.001025
1767717678.288676,0.000270,0.000245,0.001433,0.017495,0.052395,0.001091
1767717678.390109,-0.001178,-0.002909,0.001753,0.017533,0.052495,0.001163
1767717678.490999,0.001224,0.001288,0.000945,0.017361,0.052317,0.000980
1767717678.591252,-0.000338,0.000126,0.001538,0.017546,0.052428,0.001250
1767717678.691889,-0.002796,0.000951,0.001884,0.017425,0.052583,0.000997
1767717678.792386,-0.000993,-0.000609,0.002627,0.017354,0.052434,0.000938
1767717678.893096,-0.002119,0.001571,0.002393,0.017589,0.052512,0.001306
1767717678.993644,0.002720,0.001583,0.000241,0.017584,0.052313,0.001111
1767717679.094998,0.003328,0.002649,0.000304,0.017529,0.052314,0.001077
1767717679.195760,0.000225,0.003902,0.001270,0.017406,0.052340,0.000970
1767717679.296552,0.001336,0.001726,0.000680,0.017634,0.052346,0.001169
1767717679.397512,-0.000613,-0.000814,0.001534,0.017605,0.052425,0.001104
1767717679.497248,-0.001029,0.001558,0.002227,0.017628,0.052438,0.001259
1767717679.598341,0.002069,-0.001390,-0.000227,0.017447,0.052341,0.001084
1767717679.698598,-0.001241,-0.001762,0.001806,0.017496,0.052414,0.001137
1767717679.799419,0.000167,-0.000742,0.000951,0.017455,0.052453,0.001035
1767717679.900131,-0.000916,0.002804,0.002086,0.017258,0.052401,0.000923
1767717680.000312,-0.000664,0.001008,0.000971,0.017636,0.052355,0.001169
1767717680.101333,0.000998,0.002986,0.000373,0.017540,0.052304,0.001056
1767717680.201731,0.000693,0.003884,0.000487,0.017651,0.052267,0.001274
1767717680.302471,-0.000462,0.006582,0.000841,0.017620,0.052428,0.001185
1767717680.402531,-0.001453,0.003232,0.001076,0.017586,0.052449,0.001109
1767717680.503803,-0.001770,0.000904,0.001212,0.017408,0.052395,0.000934
1767717680.603868,-0.004020,0.005439,0.001633,0.017525,0.052472,0.001128
1767717680.704841,-0.003004,0.005891,0.002524,0.017613,0.052489,0.001187
1767717680.805690,0.000990,0.004202,0.000804,0.017191,0.052261,0.000706
1767717680.906696,-0.001529,0.006836,0.001353,0.017527,0.052306,0.000953
1767717681.008150,-0.003822,0.004285,0.002191,0.017441,0.052512,0.001040
1767717681.108546,0.000731,0.004713,0.000344,0.017386,0.052337,0.000854
1767717681.209075,-0.002463,0.001316,0.000988,0.017525,0.052382,0.001058
1767717681.309878,-0.001792,0.005992,0.000336,0.017617,0.052426,0.001086
1767717681.410696,-0.001692,0.007015,0.001362,0.017586,0.052379,0.001119
1767717681.511052,-0.001495,0.003187,0.001890,0.017229,0.052419,0.000872
1767717681.611714,0.000121,0.004092,0.000261,0.017481,0.052256,0.001028
1767717681.712377,-0.001994,0.001311,0.001544,0.017386,0.052434,0.000943
1767717681.812886,0.001156,0.002412,0.000108,0.017531,0.052336,0.001025
1767717681.913703,-0.002051,0.012299,0.002041,0.017281,0.052394,0.000907
1767717682.014976,0.002420,0.006701,0.000652,0.017556,0.052326,0.001010
1767717682.115404,0.000194,0.002008,0.000748,0.017435,0.052398,0.001041
1767717682.195830,0.001194,0.002828,0.000741,0.017400,0.052415,0.001012
1767717682.296113,-0.000390,0.009712,0.000508,0.017301,0.052367,0.000893
1767717682.397458,-0.001448,0.003586,0.002225,0.017378,0.052464,0.001008
1767717682.498172,0.000784,0.007046,0.001251,0.017198,0.052309,0.000853
1767717682.598590,0.003148,0.004022,0.000521,0.017605,0.052286,0.001089
1767717682.719486,0.000265,0.006096,0.001369,0.017537,0.052377,0.001091
1767717682.819769,0.001129,0.003598,0.001390,0.017227,0.052382,0.000862
1767717682.940624,0.000800,0.001798,0.000916,0.017268,0.052487,0.000924
1767717683.041680,-0.000068,0.001243,0.001085,0.017537,0.052407,0.001105
1767717683.142456,0.001569,-0.000774,0.001465,0.017260,0.052345,0.000920
1767717683.222862,0.001485,0.005442,0.001513,0.017567,0.052406,0.001097
1767717683.303317,0.004513,0.000919,-0.000747,0.017716,0.052190,0.001367
1767717683.403901,0.002453,0.004901,0.001649,0.017379,0.052298,0.001057
1767717683.504523,0.001748,0.004692,0.000768,0.017565,0.052318,0.001147
1767717683.605362,0.000718,0.002868,0.000602,0.017350,0.052394,0.001000
1767717683.706201,0.001893,0.002128,0.000593,0.017541,0.052367,0.001116
1767717683.807164,0.002101,-0.003733,0.000653,0.017342,0.052283,0.000989
1767717683.907531,0.000792,0.002461,0.001752,0.017629,0.052417,0.001219
1767717684.008336,0.001536,0.001718,0.000566,0.017461,0.052344,0.001119
1767717684.109045,-0.000725,0.009411,0.001208,0.017533,0.052383,0.001177
1767717684.209707,0.000399,0.001429,0.000962,0.017291,0.052337,0.001000
1767717684.310235,0.001519,0.007799,0.000188,0.017591,0.052315,0.001078
1767717684.410753,-0.001097,0.003367,0.001908,0.017196,0.052485,0.000945
1767717684.511147,0.000906,0.002304,0.000827,0.017548,0.052376,0.001177
1767717684.612001,0.000681,0.003537,0.000202,0.017344,0.052367,0.000930
1767717684.713145,-0.000070,0.001606,0.001034,0.017376,0.052348,0.001054
1767717684.814506,0.000616,0.008457,0.001142,0.017171,0.052392,0.000932
1767717684.914808,0.000376,0.002973,0.001575,0.017387,0.052379,0.001155
1767717685.015119,0.000808,0.004375,0.000631,0.017547,0.052338,0.001181
1767717685.115660,0.002131,-0.001634,0.000629,0.017459,0.052284,0.001134
1767717685.217102,0.000473,0.003213,0.000981,0.017453,0.052418,0.001198
1767717685.316964,-0.000366,0.003411,0.001950,0.017649,0.052356,0.001249
1767717685.417893,-0.001900,0.003071,0.002277,0.017492,0.052490,0.001257
1767717685.518952,-0.000651,0.002317,0.000441,0.017499,0.052382,0.001206
1767717685.620164,-0.001206,0.001524,0.001847,0.017552,0.052461,0.001268
1767717685.720696,-0.001125,0.000536,0.001125,0.017537,0.052422,0.001219
1767717685.821222,-0.001276,0.004175,0.002378,0.017393,0.052428,0.001181
1767717685.922007,-0.004361,0.000439,0.003001,0.017508,0.052539,0.001255
1767717686.022463,-0.000431,0.003234,0.000769,0.017435,0.052405,0.001245
1767717686.123295,-0.000686,-0.000249,0.001012,0.017529,0.052399,0.001181
1767717686.223940,-0.020289,-0.000250,-0.003838,0.017281,0.052055,0.001993
1767717686.324484,-0.013539,0.012688,0.004020,0.018228,0.050304,-0.001924
1767717686.425199,0.092935,0.014634,0.038779,0.018950,0.039719,-0.009784
1767717686.525162,0.135159,-0.016069,0.015550,0.011005,0.062463,-0.007845
1767717686.626235,0.124140,0.047562,0.005657,-0.003319,0.054133,-0.025965
1767717686.726819,0.095810,0.005177,-0.017603,0.001416,0.062149,-0.012089
1767717686.850019,0.147548,0.025441,0.021828,-0.000887,0.050734,-0.018091
1767717686.912546,0.100949,0.003045,-0.003113,0.001531,0.052098,-0.016964
1767717687.051101,0.102867,0.001200,0.015337,0.003157,0.051999,-0.015519
1767717687.131657,0.098295,0.002422,0.014118,0.002614,0.051452,-0.016123
1767717687.212514,0.100681,0.027811,0.013588,0.000989,0.050540,-0.016565
1767717687.313345,0.124731,0.018203,0.016811,0.000463,0.050273,-0.016402
1767717687.414341,0.108930,0.001330,0.006902,0.000093,0.046212,-0.015833
1767717687.514665,0.196509,0.003497,0.012555,0.004150,0.040253,-0.012960
1767717687.615717,0.265305,0.015469,0.027404,0.006299,0.041971,-0.013450
1767717687.716753,0.356358,0.011514,0.004813,0.015264,0.038651,-0.013944
1767717687.817473,0.394211,-0.004910,0.009273,0.011981,0.034133,-0.014571
1767717687.918940,0.572821,0.015362,-0.000047,0.011935,0.015843,-0.021176
1767717688.019085,0.791964,0.007661,0.067919,0.009713,0.036389,-0.029199
1767717688.119764,0.788436,0.008786,-0.016960,0.011054,0.052451,-0.030457
1767717688.220472,0.989239,0.007888,0.028692,0.021450,0.043023,-0.029904
1767717688.322664,1.189206,0.001167,0.015728,0.037676,0.060400,-0.029248
1767717688.423527,1.068809,-0.043608,-0.068392,0.042025,0.050382,-0.019370
1767717688.523838,1.435065,-0.022400,0.062071,0.034295,0.024140,-0.032229
1767717688.624739,1.443758,-0.009495,-0.020957,0.041843,0.020021,-0.032006
1767717688.725299,1.783918,-0.035002,0.072197,0.039617,0.011419,-0.035362
1767717688.826982,1.735405,-0.009341,-0.010987,0.035359,0.023117,-0.038242
1767717688.952917,1.999542,-0.041314,0.032140,0.047469,0.010493,-0.041642
1767717689.028879,1.970589,-0.082625,-0.026442,0.030504,0.022881,-0.025510
1767717689.129453,2.327822,-0.046070,0.064276,0.021793,0.004270,-0.022538
1767717689.230046,2.334291,-0.029365,0.037975,0.017054,0.024483,0.003603
1767717689.330854,2.504110,-0.028471,0.012980,0.018177,0.024695,0.021472
1767717689.431441,2.750469,0.049898,0.048970,0.019225,0.011065,0.013977
1767717689.531989,2.698798,0.006414,0.002487,0.010035,0.031364,0.022093
1767717689.632685,2.941304,0.057639,0.028576,0.010051,0.022103,0.020124
1767717689.733220,3.046523,0.053576,0.026075,0.013539,0.028225,0.024915
1767717689.833842,3.178704,0.067745,0.022920,0.015856,0.006313,0.020647
1767717689.934970,3.385599,0.066655,0.066255,0.018966,-0.002554,0.016211
1767717690.063191,3.522491,0.080381,0.027391,0.021368,-0.001299,0.012601
1767717690.139383,3.663363,0.083850,0.068693,0.019180,-0.004470,0.003850
1767717690.216037,3.812394,0.099334,0.069556,0.019379,0.007368,-0.001807
1767717690.336833,3.939495,0.084574,0.034196,0.014418,0.023820,-0.009815
1767717690.437904,3.862936,0.081821,0.038812,0.002908,0.032175,-0.016396
1767717690.538991,3.883642,0.078781,0.032020,0.009142,0.018164,-0.021236
1767717690.680067,3.888202,0.070565,0.047801,0.006785,0.009376,-0.020748
1767717690.720281,3.863302,0.073044,0.043245,0.008441,0.007629,-0.021634
1767717690.821032,3.817603,0.063462,0.046462,0.008900,0.006861,-0.020019
1767717690.921985,3.842788,0.083583,0.051142,0.009429,0.003621,-0.020241
1767717691.022425,3.909302,0.062307,0.063499,0.009705,0.002834,-0.019823
1767717691.125467,3.992291,0.067192,0.073203,0.014829,0.009730,-0.015197
1767717691.223360,4.086725,0.068937,0.051395,0.020688,0.016517,-0.017453
1767717691.324109,4.133291,0.057978,0.041146,0.012583,0.016854,-0.020822
1767717691.425100,4.270795,0.060779,0.055629,0.008828,0.016558,-0.022003
1767717691.526059,4.267334,0.088958,0.027199,0.002340,0.008324,-0.026323
1767717691.626737,4.467455,0.066917,0.051993,0.003134,0.011695,-0.025051
1767717691.727285,4.530947,0.080727,0.064618,0.001687,0.005644,-0.028293
1767717691.827882,4.770278,0.083145,0.076197,-0.003177,0.004920,-0.030728
1767717691.928534,4.989164,0.096655,0.079758,0.004438,0.011395,-0.033439
1767717692.029108,4.963155,0.068885,0.053920,-0.000048,0.018557,-0.030285
1767717692.129754,5.161010,0.072688,0.076692,0.003006,0.020357,-0.025534
1767717692.230187,5.267941,0.082150,0.051067,0.003684,0.013145,-0.027383
1767717692.339551,5.413973,0.077663,0.059967,0.001320,0.012256,-0.024931
1767717692.457191,5.584651,0.076353,0.099192,0.005075,0.007215,-0.027475
1767717692.599108,5.694629,0.078504,0.027823,0.006273,0.005689,-0.025335
1767717692.702376,5.885975,0.088904,0.065409,-0.004529,0.000176,-0.029765
1767717692.803853,5.999141,0.079091,0.098973,-0.002265,0.004482,-0.028915
1767717692.904442,6.182769,0.095921,0.052778,-0.000247,0.002783,-0.032093
1767717693.002889,6.389675,0.093282,0.121255,-0.009857,0.015893,-0.039354
1767717693.111243,6.408716,0.085380,0.086290,-0.012425,0.029039,-0.039250
1767717693.176556,6.662520,0.090564,0.052585,-0.012314,0.029508,-0.041144
1767717693.282019,6.716979,0.073323,0.086410,-0.016673,0.032833,-0.038768
1767717693.381888,6.898158,0.077857,0.113452,0.000872,0.018455,-0.039353
1767717693.476032,7.041909,0.064159,0.014851,0.005221,0.018306,-0.037997
1767717693.579866,7.173964,0.083004,0.116077,-0.015049,0.008845,-0.046290
1767717693.680553,7.324090,0.086080,0.077493,-0.012115,0.015948,-0.039503
1767717693.772167,7.449596,0.066320,0.124324,0.002140,0.017264,-0.035698
1767717693.868649,7.721917,0.114336,0.069837,-0.003577,0.017891,-0.045819
1767717693.970980,7.757164,0.062915,0.056461,-0.008356,0.029162,-0.048400
1767717694.068939,7.915873,0.104385,0.140188,-0.021654,0.014342,-0.057233
1767717694.170044,8.047451,0.046888,0.123810,-0.008343,0.038818,-0.037924
1767717694.273965,8.093766,0.044779,0.032501,-0.006559,0.011417,-0.030025
1767717694.379745,8.469722,0.085151,0.139723,-0.010952,0.032334,-0.042224
1767717694.485085,8.498487,0.048751,0.067896,-0.005982,0.049805,-0.040738
1767717694.588514,8.686481,0.031808,0.093966,0.007461,0.046601,-0.036623
1767717694.682275,8.841200,0.032180,0.051062,0.013203,0.048582,-0.034241
1767717694.780504,8.887918,0.026493,0.044874,0.013093,0.039901,-0.030299
1767717694.848129,9.142011,0.052953,0.118496,0.016193,0.025424,-0.036022
1767717694.939824,9.231483,0.014998,0.073929,0.027636,0.054985,-0.029222
1767717695.035630,9.299870,0.026836,0.012562,0.013653,0.025312,-0.026913
1767717695.132803,9.479674,0.018676,0.108582,0.017430,0.026491,-0.010344
1767717695.237192,9.624599,0.044799,0.077822,0.021530,0.019255,0.004330
1767717695.338311,9.787496,0.057549,0.067711,0.018117,0.021601,0.008181
1767717695.448624,9.981982,0.084557,0.073378,0.008413,0.021197,0.003565
1767717695.557150,10.096622,0.075026,0.105900,0.017436,0.023861,0.006389
1767717695.659303,10.235100,0.069121,0.100075,0.025741,0.019513,0.005569
1767717695.814981,10.406329,0.080917,0.046035,0.023694,0.015233,0.002405
1767717695.951277,10.495491,0.071304,0.093052,0.020029,0.016980,0.003268
1767717696.053964,10.689116,0.091038,0.117802,0.031366,0.010414,0.002049
1767717696.158408,10.799976,0.094754,0.096046,0.026577,0.017682,0.000221
1767717696.265836,10.959280,0.096168,0.084686,0.019991,0.009394,-0.003672
1767717696.378816,11.120156,0.094115,0.135110,0.028035,0.015659,-0.003205
1767717696.492310,11.204448,0.095448,0.048036,0.026625,0.015822,-0.006122
1767717696.609625,11.504751,0.119399,0.117974,0.016206,0.025834,-0.019486
1767717696.721073,11.605250,0.083850,0.108639,0.025242,0.035711,-0.030547
1767717696.824439,11.732873,0.074690,0.051384,0.027694,0.046000,-0.038369
1767717696.929975,11.880287,0.082635,0.069570,0.020676,0.045117,-0.042094
1767717697.032934,11.967812,0.065650,0.078333,0.020078,0.032675,-0.043522
1767717697.136431,12.178070,0.051337,0.102302,0.029227,0.033261,-0.039616
1767717697.247111,12.262094,0.071190,0.062260,0.024720,0.020032,-0.043749
1767717697.356198,12.440207,0.065210,0.112056,0.028806,0.019771,-0.046438
1767717697.470320,12.476809,0.067172,0.058783,0.019886,0.015707,-0.036616
1767717697.578092,12.666142,0.075187,0.111976,0.021138,0.011755,-0.020279
1767717697.687122,12.817546,0.081729,0.095625,0.026124,0.013827,-0.002820
1767717697.805393,13.032799,0.111194,0.113811,0.027306,0.012507,-0.007907
1767717697.915975,13.117577,0.089403,0.057585,0.016022,0.023418,-0.011187
1767717698.017819,13.327614,0.106450,0.101835,0.018018,0.028854,-0.008728
1767717698.116962,13.423662,0.120290,0.086290,0.022391,0.023629,-0.008109
1767717698.219887,13.597528,0.097628,0.058437,0.018846,0.029868,-0.010687
1767717698.323472,13.748597,0.105283,0.125768,0.014386,0.021358,-0.013523
1767717698.422595,13.929571,0.105537,0.106368,0.021287,0.034035,-0.010256
1767717698.524771,14.027143,0.115746,0.069454,0.011239,0.024519,-0.017187
1767717698.630059,14.119765,0.125575,0.041854,0.000259,0.026545,-0.019730
1767717698.728496,14.350638,0.123879,0.136882,0.005206,0.028370,-0.019456
1767717698.828012,14.439032,0.109523,0.049957,0.004502,0.024840,-0.025069
1767717698.927401,14.572142,0.125892,0.096339,0.000756,0.024984,-0.033153
1767717699.033403,14.723097,0.122427,0.098930,-0.004484,0.017205,-0.035838
1767717699.129697,14.892584,0.107538,0.089708,0.001932,0.025090,-0.035110
1767717699.223700,15.035453,0.119808,0.108007,0.001044,0.030371,-0.041080
1767717699.319977,15.190916,0.108073,0.080617,0.001450,0.040387,-0.039080
1767717699.431095,15.348645,0.093143,0.106108,0.004347,0.030624,-0.036536
1767717699.551033,15.484519,0.106030,0.066771,0.008935,0.018838,-0.040073
1767717699.651891,15.616076,0.106874,0.036746,-0.001403,0.007094,-0.042722
1767717699.758989,15.730680,0.101124,0.098662,0.001274,-0.001795,-0.043198
1767717699.861249,15.956595,0.110309,0.145887,0.001363,0.013661,-0.043656
1767717699.970248,16.045013,0.098438,0.085525,0.006769,0.013277,-0.051612
1767717700.072735,16.276375,0.085441,0.139155,0.008772,0.035844,-0.056785
1767717700.175082,16.326973,0.080351,0.054440,0.006009,0.027954,-0.056195
1767717700.277405,16.535627,0.073468,0.180048,0.013919,0.036086,-0.056444
1767717700.385204,16.612406,0.058703,0.048449,0.014819,0.022467,-0.051999
1767717700.505188,16.803839,0.085149,0.136996,0.009845,0.031502,-0.054693
1767717700.612438,16.933653,0.040566,0.087276,0.020615,0.025012,-0.052276
1767717700.711385,17.086916,0.052206,0.123751,0.016676,0.025808,-0.058295
1767717700.810227,17.187344,0.044936,0.095369,0.016496,0.016322,-0.060926
1767717700.911134,17.304976,0.045119,0.109714,0.017710,0.025990,-0.062201
1767717701.016362,17.463289,0.015869,0.084843,0.025538,0.021672,-0.057418
1767717701.117810,17.603037,0.031090,0.078247,0.019117,0.017008,-0.065637
1767717701.220783,17.826214,0.012400,0.143412,0.021732,0.023763,-0.060370
1767717701.326185,17.892725,0.030155,0.081315,0.018931,0.013760,-0.070851
1767717701.420948,18.158836,-0.001314,0.162495,0.018815,0.034058,-0.059589
1767717701.519725,18.099619,0.015653,0.057262,0.022363,0.020504,-0.048022
1767717701.621115,18.428036,0.024658,0.132772,0.012671,0.041733,-0.037858
1767717701.727013,18.506889,0.017365,0.068349,0.016352,0.022439,-0.033322
1767717701.824107,18.707006,0.028934,0.115789,0.011047,0.036785,-0.036849
1767717701.922286,18.844030,0.005750,0.095234,0.014480,0.015543,-0.036903
1767717702.026109,19.008793,0.012707,0.126577,0.012879,0.022827,-0.043262
1767717702.134069,19.103745,-0.009245,0.098028,0.012280,-0.000501,-0.044574
1767717702.239111,19.221739,0.016555,0.095413,0.007668,0.015675,-0.054126
1767717702.344007,19.389990,-0.020241,0.138096,0.011723,0.010986,-0.050921
1767717702.441250,19.535376,-0.007869,0.100339,0.013469,0.019550,-0.059838
1767717702.536106,19.694761,-0.029262,0.111407,0.016791,0.024808,-0.060986
1767717702.633783,19.806671,-0.008267,0.084501,0.009194,0.027834,-0.064111
1767717702.730094,19.981768,-0.035807,0.170000,0.015993,0.024591,-0.052143
1767717702.826965,20.101597,-0.036431,0.071443,0.020924,0.017943,-0.051623
1767717702.925140,20.288338,-0.043904,0.148843,0.016334,0.016367,-0.052351
1767717703.018800,20.370729,-0.045253,0.071983,0.016136,0.015687,-0.058298
1767717703.110044,20.503759,-0.056560,0.188876,0.023896,0.023365,-0.054517
1767717703.207312,20.610367,-0.053865,0.086009,0.021366,0.017636,-0.054825
1767717703.308137,20.792158,-0.062595,0.164507,0.017948,0.024310,-0.054320
1767717703.402571,20.937643,-0.077215,0.111177,0.031383,0.016271,-0.053630
1767717703.498733,21.051254,-0.049452,0.127095,0.025032,0.022392,-0.053120
1767717703.599407,21.168741,-0.039829,0.126282,0.024038,0.018101,-0.036944
1767717703.696539,21.329866,-0.030788,0.068103,0.029494,0.035600,-0.010706
1767717703.799016,21.483027,-0.041031,0.199994,0.030136,0.020928,0.014356
1767717703.897172,21.636881,-0.034419,0.076427,0.035951,0.020413,0.014935
1767717703.992664,21.911682,-0.026940,0.159177,0.036284,0.030350,0.011009
1767717704.087005,21.872757,-0.000828,0.115999,0.021726,0.004012,0.017003
1767717704.177782,22.043720,-0.005211,0.166694,0.029172,0.012043,0.024676
1767717704.269511,22.167986,-0.008439,0.125459,0.036607,0.009593,0.024712
1767717704.362340,22.414482,0.010247,0.120926,0.025146,0.016522,0.015788
1767717704.458439,22.504700,0.023778,0.086166,0.014436,0.019992,0.015398
1767717704.556518,22.735947,0.025954,0.144784,0.015995,0.030532,0.019875
1767717704.656347,22.811171,0.028757,0.069893,0.013231,0.023509,0.018172
1767717704.754015,23.025871,0.029208,0.172354,0.015598,0.028321,0.017521
1767717704.851578,23.135464,0.034726,0.115368,0.014734,0.017618,0.010480
1767717704.942834,23.221054,0.056430,0.107861,0.011884,0.027866,0.010403
1767717705.032518,23.470793,0.052728,0.136906,0.011125,0.020465,0.010337
1767717705.125246,23.560295,0.058597,0.134732,0.011674,0.027512,0.009849
1767717705.215370,23.724892,0.058807,0.130840,0.014011,0.023996,0.009248
1767717705.304229,23.822584,0.064259,0.091211,0.013046,0.020776,0.005998
1767717705.400430,23.968334,0.072399,0.120985,0.008578,0.031879,0.007554
1767717705.504612,24.127565,0.085291,0.115314,0.008981,0.026751,0.007825
1767717705.599337,24.326180,0.070672,0.166537,0.012354,0.024225,0.008418
1767717705.691750,24.410078,0.088684,0.094245,0.008876,0.024318,0.002550
1767717705.780285,24.553078,0.103648,0.168157,0.002845,0.030791,0.000561
1767717705.877258,24.690742,0.092829,0.071566,0.009601,0.027356,-0.001976
1767717705.970323,24.896755,0.095979,0.187832,0.011760,0.036162,-0.003203
1767717706.063984,25.044197,0.085079,0.149657,0.016342,0.019399,-0.005172
1767717706.157568,25.144583,0.099856,0.130767,0.010802,0.023690,-0.008489
1767717706.249551,25.315327,0.103585,0.179440,0.014836,0.015265,-0.006776
1767717706.345991,25.386211,0.100043,0.088491,0.018102,0.018653,-0.010536
1767717706.441720,25.617075,0.087291,0.187353,0.021979,0.016537,-0.010859
1767717706.538090,25.689592,0.106739,0.116151,0.022963,0.016872,-0.012815
1767717706.669296,25.863131,0.105052,0.165581,0.025652,0.022005,-0.012563
1767717706.771131,25.978394,0.106117,0.116476,0.023645,0.027117,-0.015464
1767717706.867341,26.158358,0.091179,0.182033,0.027979,0.026623,-0.014025
1767717706.962126,26.303139,0.083802,0.096371,0.035254,0.031232,-0.017299
1767717707.060449,26.505720,0.100226,0.141170,0.024919,0.030893,-0.021830
1767717707.165086,26.547977,0.085432,0.130509,0.022948,0.020505,-0.027266
1767717707.165147,26.758108,0.091859,0.151904,0.030321,0.035937,-0.029025
1767717707.265972,26.888783,0.069786,0.128657,0.033673,0.018708,-0.027285
1767717707.366907,26.981245,0.081999,0.112535,0.028629,0.023250,-0.032513
1767717707.472917,27.208542,0.067132,0.189119,0.033629,0.031488,-0.034155
1767717707.572405,27.295280,0.074394,0.090794,0.030401,0.016946,-0.044874
1767717707.673161,27.451216,0.080442,0.172629,0.029192,0.029783,-0.043678
1767717707.775839,27.515352,0.059506,0.156556,0.035406,0.018805,-0.044122
1767717707.882439,27.735477,0.064734,0.173655,0.036053,0.017511,-0.045535
1767717707.992539,27.845150,0.068954,0.121113,0.036398,0.017348,-0.045735
1767717708.099460,27.970537,0.093820,0.165370,0.035631,0.017652,-0.031798
1767717708.207538,28.034176,0.128298,0.112533,0.033876,0.027761,-0.004536
1767717708.323998,28.298521,0.107777,0.207526,0.037481,0.018224,0.032723
1767717708.442201,28.418064,0.119574,0.055048,0.029783,0.033795,0.031126
1767717708.553017,28.641380,0.125293,0.209269,0.013715,0.030571,0.026616
1767717708.659121,28.695482,0.131149,0.083864,0.021227,0.025113,0.023269
1767717708.768073,28.846937,0.141404,0.190840,0.016107,0.029369,0.019100
1767717708.876373,28.948114,0.170137,0.115989,0.011713,0.018560,0.020262
1767717708.988968,29.201662,0.174561,0.145856,0.009217,0.026837,0.018175
1767717709.091858,29.374086,0.178156,0.131391,0.011241,0.017032,0.016761
1767717709.214488,29.462473,0.176012,0.199549,0.011002,0.016817,0.010506
1767717709.347426,29.567251,0.185043,0.093610,0.011717,0.017257,0.008519
1767717709.490787,29.765730,0.192600,0.141813,0.005131,0.029741,0.004885
1767717709.628811,29.921770,0.213971,0.139761,-0.002167,0.031286,0.004986
1767717709.770737,30.092365,0.193084,0.193124,0.006564,0.027710,0.001969
1767717709.915447,30.234625,0.175996,0.142988,0.008087,0.025014,-0.012049
1767717710.059863,30.380650,0.176085,0.164664,0.002030,0.012255,-0.024659
1767717710.212593,30.412613,0.209798,0.099528,0.001692,0.023904,-0.028487
1767717710.353974,30.701233,0.179027,0.255696,0.000059,0.011577,-0.024129
1767717710.506938,30.677729,0.206891,0.103033,0.007780,0.021856,-0.027610
1767717710.657505,30.945257,0.183162,0.208431,0.008796,0.011061,-0.022642
1767717710.817533,31.006956,0.185626,0.111366,0.015804,0.027893,-0.023831
